name,address,phone1,phone2,categories,lat,lon
"City Boxers","617 Sycamore Street, Uniondale, NY 11553",,818-555-4321,"housing help",40.6825755,-73.54704570000001
"CJ Banks","912 Essex Court, Chattanooga, TN 37421",626-555-1234,,"social security",35.1439785,-85.24669349999999
"Classic Pumps","69 Shady Lane, East Hartford, CT 06118",,818-555-4321,"thrift stores",41.767859,-72.57969600000001
"Clipperton Company","675 Colonial Drive, New Haven, CT 06511",626-555-1234,,"food stamps",41.32594840000001,-72.9447505
"Cloud Nine","770 3rd Street, Georgetown, SC 29440",,818-555-4321,"social security",33.406129,-79.2746429
"Clovers Online","131 Adams Avenue, Osseo, MN 55311",626-555-1234,,"thrift stores",45.1056514,-93.48927459999999
"CMI","855 Route 44, Knoxville, TN 37918",,818-555-4321,"financial aid",36.0539129,-83.9003022
"Coastal Kites Inc.","59 Charles Street, New York, NY 10002",626-555-1234,,"housing help",40.7349888,-74.00363270000003
"Collectible Toy Mart","332 Euclid Avenue, Rockledge, FL 32955",,818-555-4321,"housing help",28.298261,-80.72040219999997
"Collin Street Bakery","959 Marshall Street, Southaven, MS 38671",626-555-1234,,"employment",34.9837306,-89.99067339999999
"Combs Music","676 Lafayette Street, Anoka, MN 55303",,818-555-4321,"funeral services",45.1192583,-93.28760569999997
"Comfort One Shoes","421 10th Street, West Chester, PA 19380",626-555-1234,,"medicare",39.8504034,-75.3693065
"Comics etc.","531 Park Drive, Euless, TX 76039",,818-555-4321,"financial aid",32.8646057,-97.0777976
"Company Store","296 Summit Avenue, Yuba City, CA 95993",626-555-1234,,"financial aid",39.3133156,-121.41833150000002
"Complete Bowling Index","238 Amherst Street, Pickerington, OH 43147",,818-555-4321,"financial aid",39.8842304,-82.7535049
"Comp-U-Plus","515 Bay Street, Richardson, TX 75080",626-555-1234,,"shelters",28.961776,-95.962403
"CompUSA","452 Willow Street, Hoboken, NJ 07030",,818-555-4321,"housing help",40.7426282,-74.03320559999997
"ComputeAmerica.com","977 Evergreen Lane, Concord, NH 03301",626-555-1234,,"medicare",43.155423,-71.618268
"Computer Discount Warehouse","468 Railroad Avenue, Round Lake, IL 60073",,818-555-4321,"social security",42.35533220000001,-88.09618189999998
"Computer Furniture Direct","796 Hanover Court, Covington, GA 30014",626-555-1234,,"food stamps",33.5967815,-83.8601827
"Computers4Sure","475 Front Street, Richmond Hill, NY 11418",,818-555-4321,"housing help",40.627369,-74.07424220000001
"Comtrad Industries","173 Clay Street, Kent, OH 44240",626-555-1234,,"medicare",40.3976236,-80.56326939999997
"Condar Company","391 Wood Street, Pueblo, CO 81001",,818-555-4321,"social security",38.3216059,-104.64060440000003
"Condoms Express","292 3rd Street, Sioux Falls, SD 57103",626-555-1234,,"thrift stores",43.5551468,-96.72979409999999
"Conestoga Company","72 Bank Street, Lowell, MA 01851",,818-555-4321,"housing help",42.3682648,-71.23427270000002
"Conran Shop","147 Laurel Drive, Bedford, OH 44146",626-555-1234,,"medicare",41.3545921,-81.5349903
"Contact Lens Center & Optical Boutique","186 Schoolhouse Lane, Snohomish, WA 98290",,818-555-4321,"food stamps",47.957735,-122.00583440000003
"Cookbook Store","525 Linden Avenue, Bayonne, NJ 07002",626-555-1234,,"shelters",40.660873,-74.126731
"Cooking.Com","15 Lake Avenue, Lake In The Hills, IL 60156",,818-555-4321,"housing help",42.1771339,-88.3211614
"CookTek","426 Riverside Drive, Mason, OH 45040",626-555-1234,,"social security",39.3728433,-84.28052179999997
"Copy Caps","465 Hillcrest Drive, Norwood, MA 02062",,818-555-4321,"medicare",42.1829087,-71.18481739999999
"Coral Seafood","696 Arch Street, Covington, GA 30014",626-555-1234,,"social security",33.5967815,-83.8601827
"Cosmetic Mall","936 York Road, New Britain, CT 06051",,818-555-4321,"financial aid",41.6479445,-72.79569579999998
"Cosmetics Bag Corp.","124 White Street, Deland, FL 32720",626-555-1234,,"medicare",29.0371823,-81.33450690000001
"Country Seat","968 Railroad Avenue, Norcross, GA 30092",,818-555-4321,"housing help",45.8681728,-96.1979988
"Crab Broker","334 Oxford Road, Colorado Springs, CO 80911",626-555-1234,,"housing help",38.8043427,-104.84410560000003
"Crab Place","577 Depot Street, Indiana, PA 15701",,818-555-4321,"shelters",40.6671629,-79.13227440000003
"Creekside Flyfishing Shop","21 Summer Street, Huntington, NY 11743",626-555-1234,,"funeral services",40.758138,-73.31165099999998
"Cricket Direct","68 3rd Street, Brighton, MA 02135",,818-555-4321,"funeral services",35.20731,-113.772629
"Cricket Gear","193 Prospect Avenue, Williamsport, PA 17701",626-555-1234,,"medicare",41.237722,-77.060452
"Cricket-Hockey.com","411 Willow Street, Champlin, MN 55316",,818-555-4321,"shelters",45.147614,-93.33152799999999
"CricketSupplies","446 West Street, Benton Harbor, MI 49022",626-555-1234,,"financial aid",42.1419891,-86.44795750000003
"CropKing Inc.","473 Atlantic Avenue, Phoenixville, PA 19460",,818-555-4321,"employment",40.1303822,-75.51491279999999
"Crutchfield","591 Chapel Street, Lake Worth, FL 33460",626-555-1234,,"thrift stores",26.6167279,-80.12796700000001
"CSC Laboratories","520 Route 70, Lincoln, NE 68506",,818-555-4321,"funeral services",40.81782,-96.624618
"Cuddledown of Maine","814 Cedar Avenue, Highland, IN 46322",626-555-1234,,"housing help",41.5129412,-87.47274279999999
"CueSight Technologies","549 Fieldstone Drive, Metairie, LA 70001",,818-555-4321,"financial aid",29.9797336,-90.16354419999999
"Cusack","246 Marshall Street, West Islip, NY 11795",626-555-1234,,"shelters",40.780394,-73.27032600000001
"Cutting Edge Kite Shop","43 Arlington Avenue, Fernandina Beach, FL 32034",,818-555-4321,"housing help",30.6696818,-81.4625919
"Cuttlebone Plus+","13 Atlantic Avenue, Trussville, AL 35173",626-555-1234,,"medicare",33.6198251,-86.60887559999998
"Cyberian Outpost","79 Myrtle Avenue, New Port Richey, FL 34653",,818-555-4321,"financial aid",28.2297642,-82.70793630000003
"Cyclone Taylor Sports","497 Primrose Lane, Middleton, WI 53562",626-555-1234,,"medicare",43.09721740000001,-89.5042876
"Salt Lake Roasting Co.","671 Virginia Avenue, Wappingers Falls, NY 12590",,818-555-4321,"housing help",41.5964825,-73.91097000000002
"Sam McGee's","209 4th Street West, Independence, KY 41051",626-555-1234,,"financial aid",39.0907452,-84.49902050000003
"SanDiegoFit.com","693 4th Street, Ithaca, NY 14850",,818-555-4321,"food stamps",42.4468179,-76.50685880000003
"Sax Alley","493 Canterbury Road, Clementon, NJ 08021",626-555-1234,,"employment",39.843034,-74.94942200000003
"SBE","332 B Street, Lansing, MI 48910",,818-555-4321,"medicare",42.7033845,-84.50000669999997
"Scale Models","502 Grove Avenue, Temple Hills, MD 20748",626-555-1234,,"housing help",38.8140024,-76.94552959999999
"Scalextric","551 Amherst Street, Latrobe, PA 15650",,818-555-4321,"thrift stores",40.3211808,-79.37948110000002
"Scentiments","619 1st Street, Randolph, MA 02368",626-555-1234,,"medicare",42.17426589999999,-71.1334597
"Scheffel's Toys","554 Warren Street, Dunedin, FL 34698",,818-555-4321,"thrift stores",28.0197404,-82.77176839999998
"Schnucks","828 Country Club Drive, Duluth, GA 30096",626-555-1234,,"financial aid",34.0670165,-84.1437942
"Scottish Smoked Salmon Co.","565 Durham Road, Daphne, AL 36526",,818-555-4321,"social security",30.6035255,-87.90360470000002
"Scott's Comics","768 12th Street, Saint Johns, FL 32259",626-555-1234,,"employment",30.128277,-81.62679200000002
"SeaEagle","711 Williams Street, Hanover, PA 17331",,818-555-4321,"funeral services",39.770995,-76.99132609999998
"Sears","965 Laurel Street, Catonsville, MD 21228",626-555-1234,,"social security",39.28451380000001,-76.71566949999999
"Secret Cove","626 Willow Street, Hazleton, PA 18201",,818-555-4321,"employment",40.9886538,-76.05898609999997
"Sensi Sandals","767 Maple Avenue, Royal Oak, MI 48067",626-555-1234,,"thrift stores",42.4961293,-83.1528854
"Service Merchandise","798 Rose Street, Ottawa, IL 61350",,818-555-4321,"housing help",41.32913509999999,-88.70558210000002
"Sew and So Online","195 Mulberry Lane, Jacksonville Beach, FL 32250",626-555-1234,,"housing help",30.2745944,-81.41141419999997
"Sewgrand Patterns","75 William Street, Fayetteville, NC 28303",,818-555-4321,"financial aid",35.053087,-78.88390800000002
"Sewing Place","921 West Avenue, Taunton, MA 02780",626-555-1234,,"medicare",41.941615,-71.11872399999999
"Shirtcreations by Arthur Gluck","820 Cardinal Drive, Ballston Spa, NY 12020",,818-555-4321,"housing help",43.0009086,-73.84901109999998
"Shoe Carnival","156 Lake Avenue, Gwynn Oak, MD 21207",626-555-1234,,"thrift stores",39.3686757,-76.6301666
"ShoeBuy.com","282 10th Street, East Stroudsburg, PA 18301",,818-555-4321,"food stamps",40.9853144,-75.19997599999999
"Shoes Avenue","208 Cottage Street, Cranford, NJ 07016",626-555-1234,,"social security",40.6144041,-74.27658120000001
"Shoes.com","555 Orchard Avenue, Lake Worth, FL 33460",,818-555-4321,"food stamps",26.564166,-80.06304799999998
"Shoe-shop.com","169 Maiden Lane, Lemont, IL 60439",626-555-1234,,"shelters",41.673642,-88.00172609999998
"Shopping Affair","534 7th Street, La Porte, IN 46350",,818-555-4321,"medicare",41.6011702,-86.72416850000002
"Shoup's Country Foods","424 Ivy Lane, Carrollton, GA 30117",626-555-1234,,"financial aid",33.6242129,-84.98487060000002
"Sierra Solar Systems","366 Oak Street, Centreville, VA 20120",,818-555-4321,"food stamps",38.8462763,-77.4374348
"Sierra Trading Post","673 6th Avenue, Hackensack, NJ 07601",626-555-1234,,"shelters",40.9353409,-74.04232969999998
"Silent Partner","837 Atlantic Avenue, Los Banos, CA 93635",,818-555-4321,"thrift stores",37.0582786,-120.84991509999998
"Silver Fantasy","471 Fulton Street, The Villages, FL 32162",626-555-1234,,"thrift stores",27.9166084,-82.75417329999999
"Simple Shoes","331 Cambridge Court, Marion, NC 28752",,818-555-4321,"financial aid",35.6840131,-82.0092745
"Simplicity","68 7th Street, Littleton, CO 80123",626-555-1234,,"financial aid",34.0246207,-86.09493559999999
"Singer 22","501 State Street East, South Plainfield, NJ 07080",,818-555-4321,"social security",40.6218678,-74.41332899999998
"SitStay GoOut Store","500 Smith Street, Deltona, FL 32725",626-555-1234,,"funeral services",28.9379206,-81.29605959999998
"SJ Glew","457 Schoolhouse Lane, Point Pleasant Beach, NJ 08742",,818-555-4321,"financial aid",40.11422839999999,-74.06314739999999
"Skate Pro Sports","455 Forest Drive, Clinton Township, MI 48035",626-555-1234,,"medicare",42.5544116,-82.96671079999999
"Skates On Haight","202 7th Street, Farmington, MI 48331",,818-555-4321,"social security",42.5033556,-83.4010965
"Skin Store","604 Wood Street, Windermere, FL 34786",626-555-1234,,"funeral services",28.5178968,-81.5281718
"Skor-Mor Company","290 Elm Avenue, Elizabethtown, PA 17022",,818-555-4321,"medicare",40.160145,-76.61059639999996
"Skulls Unlimited","138 Forest Drive, Perrysburg, OH 43551",626-555-1234,,"food stamps",41.6111369,-83.56806210000002
"Skylighter","325 Warren Street, Germantown, MD 20874",,818-555-4321,"housing help",39.6272239,-84.36655780000001
"Skyway Tool Company","327 Elm Street, Asbury Park, NJ 07712",626-555-1234,,"shelters",40.258438,-74.01480119999997
"SleePee-Time Beds","170 Brook Lane, Eden Prairie, MN 55347",,818-555-4321,"financial aid",44.7979734,-93.53550330000002
"Slot 32","275 Main Street South, Temple Hills, MD 20748",626-555-1234,,"social security",43.0344768,-88.11162480000002
"Small Island Trader","156 Country Club Road, Potomac, MD 20854",,818-555-4321,"employment",39.0677799,-77.13361800000001
"Smooth Fitness","333 Hilltop Road, Roslindale, MA 02131",626-555-1234,,"funeral services",42.2789526,-71.05417499999999
"Sneaker World","820 5th Avenue, Ithaca, NY 14850",,818-555-4321,"shelters",42.4182127,-76.5305482
"Snorkel Bob's","322 Route 10, Hicksville, NY 11801",626-555-1234,,"financial aid",40.7548189,-73.52426450000002
"Snowflake Designs","417 Essex Court, Newton, NJ 07860",,818-555-4321,"financial aid",40.7384759,-74.18950359999997
"Soaring Heart Futon & Natural Bed Company","580 Fairview Avenue, Muskego, WI 53150",626-555-1234,,"funeral services",42.9579834,-88.14492229999996
"Sock Company","395 Harrison Avenue, Streamwood, IL 60107",,818-555-4321,"housing help",42.0254122,-88.18990789999998
"Softball Sales","934 Center Street, Minneapolis, MN 55406",626-555-1234,,"financial aid",45.1034048,-93.24586090000003
"SoftMoc","603 Lilac Lane, North Wales, PA 19454",,818-555-4321,"employment",40.198993,-75.30006400000002
"Solar-EZ","190 Forest Drive, Millington, TN 38053",626-555-1234,,"medicare",35.33481769999999,-90.0634296
"Solid Rock Wall Systems","954 Andover Court, Barrington, IL 60010",,818-555-4321,"funeral services",42.1539141,-88.13618880000001
"Songwriting Consultants Ltd.","722 Spring Street, Homestead, FL 33030",626-555-1234,,"social security",28.9431839,-81.30916689999998
"Soundscape","968 Fieldstone Drive, Manchester Township, NJ 08759",,818-555-4321,"social security",39.956465,-74.31946310000001
"Sourdoughs International","778 Front Street, Lorain, OH 44052",626-555-1234,,"employment",41.377273,-81.85306539999999
"South Seas Trading Company","404 Windsor Drive, Mount Holly, NJ 08060",,818-555-4321,"funeral services",40.006237,-74.77854300000001
"South Texas Locomotive Works","953 Route 27, Bettendorf, IA 52722",626-555-1234,,"food stamps",41.5309128,-90.4959513
"Sovietski Collection","675 Sunset Drive, Winter Garden, FL 34787",,818-555-4321,"thrift stores",28.5607222,-81.59776779999999
"Sow Organic Seeds","367 Orange Street, Huntsville, AL 35803",626-555-1234,,"housing help",34.7993489,-86.58381029999998
"Spa Depot","594 3rd Street, Mcminnville, TN 37110",,818-555-4321,"social security",35.7347797,-85.78071139999997
"Sparco Communications","160 Park Place, Suffolk, VA 23434",626-555-1234,,"employment",36.7301574,-76.59809419999999
"Speak To Me","353 Orange Street, Irvington, NJ 07111",,818-555-4321,"social security",40.7363847,-74.22840610000003
"Special Addition","647 Arch Street, Beckley, WV 25801",626-555-1234,,"housing help",37.7781702,-81.18815569999998
"Special Effect Supply Co.","359 Main Street South, Jonesboro, GA 30236",,818-555-4321,"social security",33.4996392,-84.3446702
"Specialized Pyrotechnics Inc.","128 Lincoln Avenue, Long Beach, NY 11561",626-555-1234,,"financial aid",40.5853334,-73.65236600000003
"Spiegel","121 King Street, Albany, NY 12203",,818-555-4321,"medicare",42.6715193,-73.8197662
"Splatball Inc.","928 Beechwood Drive, Peoria, IL 61604",626-555-1234,,"employment",40.7958379,-89.60376439999999
"Sportaid","482 7th Street, Fairborn, OH 45324",,818-555-4321,"shelters",39.7878063,-84.09510610000001
"Sporting-Gifts.com Ltd","38 Linden Street, Chaska, MN 55318",626-555-1234,,"shelters",44.8546428,-93.64984429999998
"Sportmart","765 Railroad Avenue, New Hyde Park, NY 11040",,818-555-4321,"employment",40.733916,-73.668384
"Sports Tutor Inc.","622 Hamilton Street, Williamsburg, VA 23185",626-555-1234,,"housing help",37.2763201,-76.68976350000003
"Stained Glass","510 Route 202, West Warwick, RI 02893",,818-555-4321,"social security",41.70367110000001,-71.52150240000003
"Stained Glass Warehouse","40 Water Street, Chesterton, IN 46304",626-555-1234,,"food stamps",41.63393689999999,-87.07580129999997
"Staples","892 10th Street, Pembroke Pines, FL 33028",,818-555-4321,"social security",26.014277,-80.32988749999998
"Stark & Legum","635 Clark Street, Calhoun, GA 30701",626-555-1234,,"housing help",34.5949469,-84.90223279999998
"StarNet Communications Corp.","922 Bank Street, Fort Myers, FL 33905",,818-555-4321,"shelters",26.583342,-81.87221599999998
"State Of The Art","725 Route 41, Pueblo, CO 81001",626-555-1234,,"food stamps",38.2508105,-104.41418190000002
"Static Display Models","61 Spruce Street, Wadsworth, OH 44281",,818-555-4321,"medicare",41.0256101,-81.72985190000003
"Stellar Publishing Corporation","913 Queen Street, Cockeysville, MD 21030",626-555-1234,,"shelters",39.4812172,-76.64385979999997
"Steve's Fossil Shark Teeth","799 Liberty Street, Elizabeth, NJ 07202",,818-555-4321,"shelters",40.65838890000001,-74.21621140000002
"Sticks & Skates","895 Highland Drive, Memphis, TN 38106",626-555-1234,,"funeral services",35.1564819,-89.94426759999999
"Stitching Horse Bootery","571 Church Street North, Oak Ridge, TN 37830",,818-555-4321,"thrift stores",35.8781704,-84.31039959999998
"Stock Solution","55 Strawberry Lane, Philadelphia, PA 19111",626-555-1234,,"employment",39.94867360000001,-75.14460910000003
"Stone Company","998 Canterbury Drive, Chicopee, MA 01020",,818-555-4321,"housing help",42.1349613,-72.6420794
"Stones & Bones Fossil Company","224 Fawn Lane, Altoona, PA 16601",626-555-1234,,"food stamps",40.3881649,-78.46307239999999
"Straub's","475 Cottage Street, Roslindale, MA 02131",,818-555-4321,"medicare",42.3186388,-71.12675819999998
"Stretch and Sew","994 Old York Road, West Roxbury, MA 02132",626-555-1234,,"food stamps",42.2816,-71.15993200000003
"Stuart & Williams","106 Queen Street, Franklin Square, NY 11010",,818-555-4321,"shelters",40.6913691,-73.70520210000001
"Stuart Sports","928 Canal Street, Yuma, AZ 85365",626-555-1234,,"social security",32.640755,-114.503825
"Studio Daedre","578 Pleasant Street, Reidsville, NC 27320",,818-555-4321,"financial aid",36.3041425,-79.56448849999998
"Sunland Imports","670 Fawn Lane, Clifton, NJ 07011",626-555-1234,,"social security",39.2863224,-76.60179699999998
"Sunshine Pool Products","73 Linda Lane, Centereach, NY 11720",,818-555-4321,"thrift stores",40.8684521,-73.08713390000003
"Super Warehouse","863 Grove Street, Hollywood, FL 33020",626-555-1234,,"thrift stores",28.0195393,-82.45164599999998
"Supportershop","204 Mill Road, Tucson, AZ 85718",,818-555-4321,"shelters",32.2850752,-110.969738
"Susan Greene","10 5th Street West, Garner, NC 27529",626-555-1234,,"medicare",35.7095762,-78.6226939
"Suspender Store","602 Willow Drive, Rochester, NY 14606",,818-555-4321,"housing help",43.0958879,-77.75770890000001
"Swank Space","275 Eagle Street, Kings Mountain, NC 28086",626-555-1234,,"employment",35.2730191,-81.36713279999998
"p.45","380 Overlook Circle, Lynn, MA 01902",,818-555-4321,"funeral services",42.4964804,-70.99287379999998
"Pacific Aircraft","236 Taylor Street, Allentown, PA 18102",626-555-1234,,"financial aid",40.4568541,-80.01023670000001
"Pacific Coast Feather Company","49 Route 30, Stow, OH 44224",,818-555-4321,"shelters",41.1595005,-81.44038979999999
"Pacific Motion","305 12th Street, Altoona, PA 16601",626-555-1234,,"financial aid",40.5434752,-78.3771984
"Padinox Inc.","704 Madison Avenue, Westbury, NY 11590",,818-555-4321,"financial aid",40.7519748,-73.58776280000001
"Paintball Online","756 College Avenue, Toledo, OH 43612",626-555-1234,,"housing help",41.6531411,-83.62765109999998
"PaleoSearch Inc.","784 Valley View Road, Harvey, IL 60426",,818-555-4321,"thrift stores",41.6100344,-87.6467131
"Palmer Industries","86 Franklin Court, Conyers, GA 30012",626-555-1234,,"shelters",33.6676103,-84.01769039999999
"Palo Alto Software","612 Hamilton Road, Owatonna, MN 55060",,818-555-4321,"financial aid",44.0855572,-93.22593489999997
"Panasonic Direct","646 Edgewood Drive, New Castle, PA 16101",626-555-1234,,"housing help",41.0250197,-80.3335533
"Pans.com","421 Lantern Lane, Merrillville, IN 46410",,818-555-4321,"financial aid",41.4828144,-87.33281390000002
"Paris Fragrance","199 Hanover Court, Linden, NJ 07036",626-555-1234,,"social security",39.980652,-74.55590410000002
"Parts Express International","427 Maple Lane, Bowie, MD 20715",,818-555-4321,"medicare",38.980582,-76.74136199999998
"Parts USA","625 Lafayette Avenue, Huntington Station, NY 11746",626-555-1234,,"social security",40.8434738,-73.36983929999997
"PartSelect","291 College Street, Torrance, CA 90505",,818-555-4321,"employment",33.8853499,-118.32661630000001
"Past Patterns","84 Bridle Court, Garner, NC 27529",626-555-1234,,"thrift stores",35.7006191,-78.6725156
"Patriotic Fireworks","187 Fairview Road, Wasilla, AK 99654",,818-555-4321,"medicare",61.5416412,-149.447406
"Patterns from the Past","744 Depot Street, Vista, CA 92083",626-555-1234,,"social security",33.2496039,-117.26401279999999
"Pattos Place","929 South Street, Harvey, IL 60426",,818-555-4321,"funeral services",41.4264638,-87.9821351
"Paul's Harness Shop","562 Devon Court, Klamath Falls, OR 97603",626-555-1234,,"financial aid",42.224867,-121.7816704
"Peak Mountaineering Equipment","323 Church Street, Lake In The Hills, IL 60156",,818-555-4321,"medicare",42.2362127,-88.33065769999996
"Peanut Roaster","578 Clinton Street, Augusta, GA 30906",626-555-1234,,"employment",33.4383001,-82.04478219999999
"Pegasus Software","477 College Avenue, Ogden, UT 84404",,818-555-4321,"financial aid",41.1874488,-111.9394547
"Pell's Citrus & Nursery","708 Orchard Street, Mount Airy, MD 21771",626-555-1234,,"funeral services",36.5095119,-80.6170879
"Peppers of Key West","608 James Street, Elmhurst, NY 11373",,818-555-4321,"social security",40.7398122,-73.87782279999999
"Perfume Emporium","715 Country Club Drive, Suffolk, VA 23434",626-555-1234,,"social security",36.865265,-76.49955290000003
"Perfume For Less","621 Augusta Drive, Fort Wayne, IN 46804",,818-555-4321,"thrift stores",41.1757028,-85.14428570000001
"Perfume Mart","190 3rd Street East, Pikesville, MD 21208",626-555-1234,,"medicare",39.3787784,-76.66480180000002
"Personally Yours Gift Shop","509 5th Street East, Far Rockaway, NY 11691",,818-555-4321,"employment",40.595049,-73.74017300000003
"Peter Kahl Reptiles","716 Cypress Court, Skokie, IL 60076",626-555-1234,,"employment",42.026064,-87.72711229999999
"Pets Warehouse","725 Brook Lane, Deerfield, IL 60015",,818-555-4321,"housing help",42.1704133,-87.83528039999999
"PhotoAlley","105 Primrose Lane, Davison, MI 48423",626-555-1234,,"thrift stores",43.01768879999999,-83.5051535
"Photo-Graphic Systems","771 Willow Street, Massillon, OH 44646",,818-555-4321,"housing help",40.8100643,-81.5233374
"PHR Systems","757 Beech Street, Ringgold, GA 30736",626-555-1234,,"medicare",34.9159099,-85.10911729999998
"Physical Chess","933 Oak Avenue, Glenside, PA 19038",,818-555-4321,"employment",40.0800743,-75.10788500000001
"Pinball Heaven","973 Windsor Court, Covington, GA 30014",626-555-1234,,"financial aid",33.637173,-83.8548199
"Pinball Pleasure","826 Sheffield Drive, Ft Mitchell, KY 41017",,818-555-4321,"housing help",39.0337564,-84.54481269999997
"Pinnacle Solutions","16 Hamilton Street, Myrtle Beach, SC 29577",626-555-1234,,"employment",33.7047827,-78.98787099999998
"Pizza Hut","693 Eagle Street, Shirley, NY 11967",,818-555-4321,"housing help",42.6003705,-78.93605589999999
"Plain & Fancy inc.","841 Amherst Street, Shepherdsville, KY 40165",626-555-1234,,"thrift stores",37.9883991,-85.7157924
"Plainville Farms","107 Shady Lane, North Bergen, NJ 07047",,818-555-4321,"food stamps",40.8877399,-74.0740912
"Planely Speaking","541 Roberts Road, Dallas, GA 30132",626-555-1234,,"food stamps",33.9277698,-84.84170549999999
"Pla-Rite Sports Products","690 Summit Avenue, El Dorado, AR 71730",,818-555-4321,"thrift stores",33.2089338,-92.66730289999998
"Play It Again Sam","889 Pearl Street, Libertyville, IL 60048",626-555-1234,,"employment",42.2830786,-87.9531303
"Plaza Flowers","590 Primrose Lane, Brookline, MA 02446",,818-555-4321,"thrift stores",42.2904002,-71.12972079999997
"Pondside Herp Supply","1 Aspen Court, Eugene, OR 97402",626-555-1234,,"financial aid",44.07264929999999,-123.1649855
"Pool Mart","591 Cedar Court, Muskogee, OK 74403",,818-555-4321,"housing help",35.7938418,-95.24806969999997
"Pools Etc Inc.","962 1st Street, Rochester, NY 14606",626-555-1234,,"employment",43.175039,-77.70493599999998
"PoolStore.com","447 4th Street North, Aiken, SC 29803",,818-555-4321,"medicare",33.5715235,-81.81456200000002
"Port Lobster Company","735 Fulton Street, Muskego, WI 53150",626-555-1234,,"housing help",42.905848,-88.13897789999999
"Powell's Technical","254 Fairview Avenue, Casselberry, FL 32707",,818-555-4321,"medicare",28.6856056,-81.35988379999998
"Premier Designs","604 8th Street, Cocoa, FL 32927",626-555-1234,,"shelters",28.3629505,-80.6903163
"Premium Rugs","29 Main Street North, Providence, RI 02904",,818-555-4321,"thrift stores",41.8758195,-71.38141940000003
"Primeline Chemical Systems","507 8th Street, Alliance, OH 44601",626-555-1234,,"funeral services",40.9153362,-81.10593089999998
"Pro-Cutlery","954 Essex Court, Monroe Township, NJ 08831",,818-555-4321,"medicare",40.3104176,-74.47072760000003
"Puppet Patterns","438 North Avenue, Saginaw, MI 48601",626-555-1234,,"funeral services",43.375952,-83.89304700000002
"Pure Food Fish Market","912 Briarwood Court, Milford, MA 01757",,818-555-4321,"food stamps",42.1398577,-71.51630490000002
"Puritan's Pride","422 Primrose Lane, Menomonee Falls, WI 53051",626-555-1234,,"food stamps",43.0966674,-88.13302579999998
"G. Pacillo Company","679 Arch Street, Knoxville, TN 37918",,818-555-4321,"food stamps",35.9885471,-83.89816300000001
"G.L. Downs Design","349 Briarwood Court, Endicott, NY 13760",626-555-1234,,"food stamps",42.128935,-76.045144
"Gaines Nutrition","534 Monroe Street, Willingboro, NJ 08046",,818-555-4321,"funeral services",40.0383634,-74.96856700000001
"Gap","780 Bridle Court, Jonesboro, GA 30236",626-555-1234,,"employment",33.5215013,-84.35381280000001
"Garten Rat","18 Grove Street, Galloway, OH 43119",,818-555-4321,"funeral services",39.9142451,-83.16629569999998
"Gaumard Scientific Company","476 Magnolia Court, Apex, NC 27502",626-555-1234,,"financial aid",35.7306263,-78.88799139999998
"Gefen Sports","95 Route 5, Southaven, MS 38671",,818-555-4321,"employment",34.988515,-90.01241700000003
"Genius Babies","925 Route 44, York, PA 17402",626-555-1234,,"food stamps",41.9605205,-78.1835868
"Genovation","224 Virginia Avenue, Sidney, OH 45365",,818-555-4321,"housing help",40.2763751,-84.16549029999999
"Ghurka","529 Aspen Drive, Hudson, NH 03051",626-555-1234,,"medicare",42.7476665,-71.43628530000001
"Gift House","428 Park Avenue, Cranberry Twp, PA 16066",,818-555-4321,"thrift stores",40.7100955,-80.10765509999999
"Giftmoderne.com","223 Poplar Street, Brentwood, NY 11717",626-555-1234,,"medicare",40.7581815,-73.20484699999997
"GiftTree","759 Route 30, Hopewell, VA 23860",,818-555-4321,"funeral services",37.3043154,-77.2872001
"GiftWorld Gallery","950 Orchard Street, Pueblo, CO 81001",626-555-1234,,"food stamps",38.3636944,-104.71230939999998
"Gillis Watches and Clocks","523 Jones Street, Feasterville Trevose, PA 19053",,818-555-4321,"thrift stores",40.1466378,-74.99522589999998
"Glenbrook Farms Herbs & Such","555 Route 7, Stone Mountain, GA 30083",626-555-1234,,"shelters",33.7753891,-84.22460590000003
"Global Caps","186 12th Street, Lebanon, PA 17042",,818-555-4321,"funeral services",40.3368927,-76.43073649999997
"Global Machinery Network","838 West Avenue, Muskego, WI 53150",626-555-1234,,"food stamps",42.9221769,-88.1388948
"GlobalSCAPE","770 Hamilton Street, Oceanside, NY 11572",,818-555-4321,"funeral services",40.6006441,-73.647738
"Gloria Sample & Company","652 Main Street East, Henrico, VA 23228",626-555-1234,,"funeral services",37.5165057,-77.41514080000002
"Glorias Classic Gourmet","240 4th Street South, Roy, UT 84067",,818-555-4321,"social security",41.1616108,-112.02633129999998
"Goal Sporting Goods","828 Colonial Avenue, Prior Lake, MN 55372",626-555-1234,,"thrift stores",44.7132969,-93.42272739999999
"Godiva Chocolatier","632 Sherwood Drive, Peoria, IL 61604",,818-555-4321,"medicare",40.75985430000001,-89.61098099999998
"Golden Bear","850 Wood Street, Bensalem, PA 19020",626-555-1234,,"funeral services",40.0692119,-74.95560269999999
"Golden West International","330 Jones Street, Newnan, GA 30263",,818-555-4321,"thrift stores",33.4300511,-84.7740465
"Golfball Gifts","962 10th Street, Germantown, MD 20874",626-555-1234,,"medicare",39.2117686,-77.31055090000001
"Golfballs.com","371 Jefferson Court, Strongsville, OH 44136",,818-555-4321,"medicare",41.2995039,-81.8482654
